issue_id,severity,issue_code,source_workbook,source_sheet,source_row,source_identifier,affected_entity_type,affected_entity_identifier,field_name,source_value,conflicting_values,related_source_rows,current_proposed_action,allowed_resolution_actions,resolution_status,resolution_value,resolution_reason,resolved_by,resolved_at
21487f58-d9cf-5d76-895e-783adaae1ae9,WARNING,POSSIBLE_PART_NOT_CONFIRMED,C:\Users\kgray\AppData\Local\EOAT Atlas Staging\rehearsals\4f26cee2-7849-48ba-b437-f8a2a5bb485e\frozen_source\01_EOAT_Audit\EOAT_Audit_Database\EOAT_Master_Tracker.xlsx,EOAT Inventory,29,N/A,Part,N/A,Part Name/Description,N/A,[],[29],Preserve the candidate; do not create a part or tool-part relationship.,"[""DEFER"", ""SUPPLY_VERIFIED_VALUE"", ""MARK_NOT_APPLICABLE"", ""REJECT_WITH_REASON""]",DEFERRED,,,,
ba7e354d-7856-5d19-94fe-340380304c83,WARNING,POSSIBLE_PART_NOT_CONFIRMED,C:\Users\kgray\AppData\Local\EOAT Atlas Staging\rehearsals\4f26cee2-7849-48ba-b437-f8a2a5bb485e\frozen_source\01_EOAT_Audit\EOAT_Audit_Database\EOAT_Master_Tracker.xlsx,EOAT Inventory,30,6250021040,Part,SNAP BASE,Part Name/Description,SNAP BASE,[],"[30, 32, 33]",Preserve the candidate; do not create a part or tool-part relationship.,"[""DEFER"", ""SUPPLY_VERIFIED_VALUE"", ""MARK_NOT_APPLICABLE"", ""REJECT_WITH_REASON""]",DEFERRED,,,,
c6991a64-e43f-540d-b2f2-b7623ffcf42a,WARNING,POSSIBLE_PART_NOT_CONFIRMED,C:\Users\kgray\AppData\Local\EOAT Atlas Staging\rehearsals\4f26cee2-7849-48ba-b437-f8a2a5bb485e\frozen_source\01_EOAT_Audit\EOAT_Audit_Database\EOAT_Master_Tracker.xlsx,EOAT Inventory,31,8280010010,Part,BOTTOM HOUSING,Part Name/Description,BOTTOM HOUSING,[],"[31, 38, 39]",Preserve the candidate; do not create a part or tool-part relationship.,"[""DEFER"", ""SUPPLY_VERIFIED_VALUE"", ""MARK_NOT_APPLICABLE"", ""REJECT_WITH_REASON""]",DEFERRED,,,,
e2b2c9fb-e9f6-5fcb-9e2c-287ee2673bda,WARNING,POSSIBLE_PART_NOT_CONFIRMED,C:\Users\kgray\AppData\Local\EOAT Atlas Staging\rehearsals\4f26cee2-7849-48ba-b437-f8a2a5bb485e\frozen_source\01_EOAT_Audit\EOAT_Audit_Database\EOAT_Master_Tracker.xlsx,EOAT Inventory,34,7810020011,Part,2ML TUBE SAMPLE CUP,Part Name/Description,2ML TUBE SAMPLE CUP,[],[34],Preserve the candidate; do not create a part or tool-part relationship.,"[""DEFER"", ""SUPPLY_VERIFIED_VALUE"", ""MARK_NOT_APPLICABLE"", ""REJECT_WITH_REASON""]",DEFERRED,,,,
fd14df45-3f8d-5843-a1fe-525be6d64daf,WARNING,POSSIBLE_PART_NOT_CONFIRMED,C:\Users\kgray\AppData\Local\EOAT Atlas Staging\rehearsals\4f26cee2-7849-48ba-b437-f8a2a5bb485e\frozen_source\01_EOAT_Audit\EOAT_Audit_Database\EOAT_Master_Tracker.xlsx,EOAT Inventory,35,6201520110,Part,LUER ADAPTER RED,Part Name/Description,LUER ADAPTER RED,[],[35],Preserve the candidate; do not create a part or tool-part relationship.,"[""DEFER"", ""SUPPLY_VERIFIED_VALUE"", ""MARK_NOT_APPLICABLE"", ""REJECT_WITH_REASON""]",DEFERRED,,,,
6dbb29c8-4ab4-55ee-9d03-ee83612b1db9,WARNING,POSSIBLE_PART_NOT_CONFIRMED,C:\Users\kgray\AppData\Local\EOAT Atlas Staging\rehearsals\4f26cee2-7849-48ba-b437-f8a2a5bb485e\frozen_source\01_EOAT_Audit\EOAT_Audit_Database\EOAT_Master_Tracker.xlsx,EOAT Inventory,41,5116740020,Part,TRIGGER CLAMPING,Part Name/Description,TRIGGER CLAMPING,[],[41],Preserve the candidate; do not create a part or tool-part relationship.,"[""DEFER"", ""SUPPLY_VERIFIED_VALUE"", ""MARK_NOT_APPLICABLE"", ""REJECT_WITH_REASON""]",DEFERRED,,,,
8d919524-6abb-5b5d-8534-05384304b06b,WARNING,POSSIBLE_PART_NOT_CONFIRMED,C:\Users\kgray\AppData\Local\EOAT Atlas Staging\rehearsals\4f26cee2-7849-48ba-b437-f8a2a5bb485e\frozen_source\01_EOAT_Audit\EOAT_Audit_Database\EOAT_Master_Tracker.xlsx,EOAT Inventory,42,6250190030,Part,SNAP ACTIVATOR H MOL,Part Name/Description,SNAP ACTIVATOR H MOL,[],"[42, 43]",Preserve the candidate; do not create a part or tool-part relationship.,"[""DEFER"", ""SUPPLY_VERIFIED_VALUE"", ""MARK_NOT_APPLICABLE"", ""REJECT_WITH_REASON""]",DEFERRED,,,,
c1718f92-be2e-59cc-8bbf-98108767f2aa,WARNING,POSSIBLE_PART_NOT_CONFIRMED,C:\Users\kgray\AppData\Local\EOAT Atlas Staging\rehearsals\4f26cee2-7849-48ba-b437-f8a2a5bb485e\frozen_source\01_EOAT_Audit\EOAT_Audit_Database\EOAT_Master_Tracker.xlsx,EOAT Inventory,44,6201750011,Part,HOUSING RIGHT INLINE,Part Name/Description,HOUSING RIGHT INLINE,[],[44],Preserve the candidate; do not create a part or tool-part relationship.,"[""DEFER"", ""SUPPLY_VERIFIED_VALUE"", ""MARK_NOT_APPLICABLE"", ""REJECT_WITH_REASON""]",DEFERRED,,,,
8f4252cb-a8ff-5f02-ac28-eb810e4eaf38,WARNING,POSSIBLE_PART_NOT_CONFIRMED,C:\Users\kgray\AppData\Local\EOAT Atlas Staging\rehearsals\4f26cee2-7849-48ba-b437-f8a2a5bb485e\frozen_source\01_EOAT_Audit\EOAT_Audit_Database\EOAT_Master_Tracker.xlsx,EOAT Inventory,45,6200171020,Part,HANDLE LOWER JAW,Part Name/Description,HANDLE LOWER JAW,[],"[45, 46]",Preserve the candidate; do not create a part or tool-part relationship.,"[""DEFER"", ""SUPPLY_VERIFIED_VALUE"", ""MARK_NOT_APPLICABLE"", ""REJECT_WITH_REASON""]",DEFERRED,,,,
06a513d2-ad9e-5f9a-9ac7-5dac26269b56,WARNING,POSSIBLE_PART_NOT_CONFIRMED,C:\Users\kgray\AppData\Local\EOAT Atlas Staging\rehearsals\4f26cee2-7849-48ba-b437-f8a2a5bb485e\frozen_source\01_EOAT_Audit\EOAT_Audit_Database\EOAT_Master_Tracker.xlsx,EOAT Inventory,47,7490090010,Part,CHEMOLOCK,Part Name/Description,CHEMOLOCK,[],[47],Preserve the candidate; do not create a part or tool-part relationship.,"[""DEFER"", ""SUPPLY_VERIFIED_VALUE"", ""MARK_NOT_APPLICABLE"", ""REJECT_WITH_REASON""]",DEFERRED,,,,
